,reviews,Subjectivity,Polarity,Analysis
2795,Easy to use.. I wish I bought it sooner..,0.8333333333333334,0.43333333333333335,Positive
2796,Alexa used to reply with voice but stopped. Why ????,0.0,0.0,neutral
2797,Works well,0.0,0.0,neutral
2798,"Why does it KEEP. POPPING UP. Especially when I plug in my headphones. For now i shall rate this one star, if it is fixed only then i will change my mind.",0.7333333333333334,0.03333333333333333,Positive
2799,Easy to use and hands free!,0.8166666666666667,0.4666666666666667,Positive
2800,I liked product. Its entertaining.,0.75,0.55,Positive
2801,My wife enjoys the unit.,0.0,0.0,neutral
2802,Great as a hands free phone accessory,0.775,0.6000000000000001,Positive
2803,"Love Alexa! We use her for everything from playing music, setting alarms, to telling my family jokes!  We love the assistance she provides & ease of setup on multiple devices! Technology makes life easier!",0.39999999999999997,0.4270833333333333,Positive
2804,Christmas gift from our kids. We love it!!!!,0.6,1.0,Positive
2805,I find the app extremely slow.,0.39999999999999997,-0.30000000000000004,Negative
2806,"sorry setting this up and downloading this app sucks,",0.65,-0.4,Negative
2807,I love the Alexa Echo Dot. It has my whole schedule already. It was very easy to set up and had all my reminders and alarms within 10 minutes of set up.,0.6666666666666666,0.42111111111111105,Positive
2808,Ike weather report and music,0.0,0.0,neutral
2809,Still needs lots of work. The app Is slow and has issues especially when using the app and not voice. There is a known issue with drop in as well especially between 2  fire tablets. Only works when one is on show mode?!,0.85,-0.07500000000000001,Negative
2810,"Easy to use, give lots of convenience to every day life",0.8333333333333334,0.43333333333333335,Positive
2811,Don't mind Alexa as a unit...but will never buy another one until that annoying latest commercial goes away,0.6,-0.10000000000000002,Negative
2812,I think I down loaded an older version. Then I received an update. I like Alexa no matter what version.,0.3111111111111111,0.005555555555555536,Positive
2813,Poor marketing platform thinly disguised as remote assistant.  Software buggy.  Makes beeps for reasons unknown to tech support but apparently having to do with wifi range.  Trashy and if they have market share they hardly deserve it.,0.5236111111111111,-0.20694444444444446,Negative
2814,"Fun and easy, essential",0.4444444444444445,0.24444444444444446,Positive
2815,I think this is a very good software/hardware combo that opens up so many possibilities. I feel as if science fiction has come alive here in my house and hand.  I am not sure my wife is pleased with my love of the Drop In and Announce functions.  Maybe I call out to her a bit too much! You have control over a single device or a network of devices (all on the same Wi-Fi network) that allows multi-room capabilities that makes life a little more convenient.,0.5189249639249639,0.25009740259740254,Positive
2816,No suggestions when it doesn't know how to do something or give better direc tions where to go.,0.5,0.5,Positive
2817,"This, paired with the Amazon Echo , used to be amazing and easy to use but some douche canoe decided to change that. Can y'all go back on quarantine and quit screwing my stuff up? Thaaaanks",0.5777777777777778,0.3444444444444445,Positive
2818,good product,0.6000000000000001,0.7,Positive
2819,I am glad I did.,1.0,0.5,Positive
2820,"My whole family should be able to control smart devices connected to our alexa, however only the account that setup the device (mine )is able to control them. So if im asleep and my wife wants to turn on an alexa bulb she either wakes me up talking to alexa, or she's just screwed! even whisper mode still makes loud confirmation beeps which wake me or our baby up....Severely lacking this MAJOR feature!",0.5866071428571429,0.23030133928571428,Positive
2821,"It's pretty good, don't have any issues.",0.8,0.475,Positive
2822,"I really like good old you know who. But I  try not to say her name, to many unnecessary conversations. But, of the other two Stars I think I'll save them for some good updates.",0.48214285714285715,0.2392857142857143,Positive
2823,"It's like having a butler, a secretary and a personal d.j. I am using a donated echo dot and I am technology challenged, but I figured out how to hook it up.And best of all, I ask her to call my phone when I can't find it. It works like a charm!",0.3,0.5,Positive
2824,"Alexa has only my voice to deal with and when I have to ask repeatedly for the same podcast, something is amiss. It would be good if she could benefit from her errors. She does not, but repeats them ad infinitum. On the other hand, the audio is excellent and it interfaces well with reading the Kindle books.",0.62,0.315,Positive
2825,"I cannot install this app on my new tablet. Amazon is preventing me from doing so. All related to their Fire Tablet and a monopoly. I deeply resent this. I am a good customer, buying 90% of my supplies and everything else from Amazon. I wanted to stop using my phone with Alexa and get rid of it, but Amazon will not let me. I wonder how Walmart.com is doing? And my congressman and senator? All running for re-election?",0.4636363636363636,0.20909090909090908,Positive
2826,haven't seen the benefit,0.0,0.0,neutral
2827,"Wouldn't download the Alexa app to my phone, stating it did not have enough space on my SD Card, however I have a 256gb micro in my phone with only 30gb used.Tried the app on my PC and that is when the mouse went crazy, like it was being controlled by someone else.  It was opening all kinds of programs on my computer without me touching it.We already have Google equipment in our house and I never would have tried this Echo if it wasn't free from Sirius XM.  Lesson learned.",0.74,0.06000000000000001,Positive
2828,"Doesn't work, won't start up?",0.0,0.0,neutral
2829,"The Alexa app will only work with the latest iPhones, tablets and Android devices, which can accept the latest operating systems.  It was specifically designed to NOT work with earlier versions.  What this means is that in order for this to work, you will need to buy a newer tablet or phone, which will accept the latest OS.  That makes this ""free"" app a very expensive product indeed.  And to make matters worse, Alexa products simply will not work without it, so if you have spent money for those products, expecting a plug and play experience, think again...",0.6967142857142856,0.075,Positive
2830,I found this very easy to set up. I like the first one so much that I ended up getting two more when Amazon had them on special. I now have three. I configured them singly two of them upstairs and then later the third one down stairs. I do get frustrated that they don't always do what I tell them to do. For instance if I asked that a song be skipped it gets Alexa gets confused. One of them will do it in the other two won't. Or worse I will tell Alexa to shut the music down and one will and the others won't. I find myself wanting to argue with them like they are teenagers. I know that's a rational so I don't but that is the frustrating thing. On the other hand the sound is great I love that I can set timers I can ask what time it is what the weather is like and so forth right when I'm in the middle of cooking or doing a project. Very very convenient. Now that it's summer I can put them in the window sills and sit out at the fire pit and control music from there. Not as good as having the trees wired but pretty close. I'm an old person so if I'm enjoying them this much I'm sure you will too,0.4633862433862434,0.1345796590241035,Positive
2831,"Not reliable, works one day then not the next!",0.0,0.0,neutral
2832,"I love Alexa dot, she reminds me when to take my meds, wakes me up in the morning. Makes calls for me, just say drop in to  name. Alexa sounds like a real person, I say Thank you and she replys you bet.She recognizes our voices,easy to use. And informs us when a package is at our front door. Can't do without her.",0.45,0.35,Positive
2833,"Given th high amount of functions this app offers, it is still very straightforward to use. Love it, I'm sure Alexa does too :D",0.5860648148148148,0.4579166666666667,Positive
2834,"Alexa app is inconsistent in performance. Needs work. Can use only basic stuff, time, alarm weather.  News is always one day behind. Can not  search the web for current info.",0.55625,-0.1,Negative
2835,Can see can feed on echo but stopped working recently on fire tablet. Getting live view not supported message,0.375,0.06818181818181818,Positive
2836,Quit working??,0.0,0.0,neutral
2837,Alexa displays red and tries to set up but fails now for days. There is not APP anywhere for Windows 10.,0.2333333333333333,-0.19999999999999998,Negative
2838,Is a excellent Amazon Alexa,1.0,1.0,Positive
2839,Not working on my fire tv why,0.0,0.0,neutral
2840,Once you start playing music it won't stop no matter how many times you say Alexa. You have to pick the speaker up and hold it to your lips and shout at it.  It plays the wrong song and artist about half the time.,0.5222222222222223,-0.05555555555555555,Negative
2841,Alex doesn't respond alot of time I have to repeat myself like she is hard hearing. Then she has been unable to recognized my voice and I have to keep going in to app to correct it. I hardly think I have a voice like my son. My daughter got it for me so I would not be lonely around the house while everyone was at work. I could talk to her and have her play music . When I ask her simple questions. Still she is better to have around than nothing at all. I have her play soft instrumental music for the cats when I'm out. They like it and provides a relaxing enviroment for them.,0.49863945578231295,-0.08333333333333337,Negative
2842,Worse app I have ever tried. Absolutely useless.,0.4,-0.45,Negative
2843,Works fantastic,0.9,0.4,Positive
2844,Seemless integration between devices and with Kasa app and smartplugs. Awesome.  And we love the reminders as well. Keeps everyone on track.,0.8,0.75,Positive
2845,Easy to use.. I wish I bought it sooner..,0.8333333333333334,0.43333333333333335,Positive
2846,Alexa used to reply with voice but stopped. Why ????,0.0,0.0,neutral
2847,Works well,0.0,0.0,neutral
2848,"Why does it KEEP. POPPING UP. Especially when I plug in my headphones. For now i shall rate this one star, if it is fixed only then i will change my mind.",0.7333333333333334,0.03333333333333333,Positive
2849,Easy to use and hands free!,0.8166666666666667,0.4666666666666667,Positive
2850,I liked product. Its entertaining.,0.75,0.55,Positive
2851,My wife enjoys the unit.,0.0,0.0,neutral
2852,Great as a hands free phone accessory,0.775,0.6000000000000001,Positive
2853,"Love Alexa! We use her for everything from playing music, setting alarms, to telling my family jokes!  We love the assistance she provides & ease of setup on multiple devices! Technology makes life easier!",0.39999999999999997,0.4270833333333333,Positive
2854,Christmas gift from our kids. We love it!!!!,0.6,1.0,Positive
2855,I find the app extremely slow.,0.39999999999999997,-0.30000000000000004,Negative
2856,"sorry setting this up and downloading this app sucks,",0.65,-0.4,Negative
2857,I love the Alexa Echo Dot. It has my whole schedule already. It was very easy to set up and had all my reminders and alarms within 10 minutes of set up.,0.6666666666666666,0.42111111111111105,Positive
2858,Ike weather report and music,0.0,0.0,neutral
2859,Still needs lots of work. The app Is slow and has issues especially when using the app and not voice. There is a known issue with drop in as well especially between 2  fire tablets. Only works when one is on show mode?!,0.85,-0.07500000000000001,Negative
2860,"Easy to use, give lots of convenience to every day life",0.8333333333333334,0.43333333333333335,Positive
2861,Don't mind Alexa as a unit...but will never buy another one until that annoying latest commercial goes away,0.6,-0.10000000000000002,Negative
2862,I think I down loaded an older version. Then I received an update. I like Alexa no matter what version.,0.3111111111111111,0.005555555555555536,Positive
2863,Poor marketing platform thinly disguised as remote assistant.  Software buggy.  Makes beeps for reasons unknown to tech support but apparently having to do with wifi range.  Trashy and if they have market share they hardly deserve it.,0.5236111111111111,-0.20694444444444446,Negative
2864,"Fun and easy, essential",0.4444444444444445,0.24444444444444446,Positive
2865,I think this is a very good software/hardware combo that opens up so many possibilities. I feel as if science fiction has come alive here in my house and hand.  I am not sure my wife is pleased with my love of the Drop In and Announce functions.  Maybe I call out to her a bit too much! You have control over a single device or a network of devices (all on the same Wi-Fi network) that allows multi-room capabilities that makes life a little more convenient.,0.5189249639249639,0.25009740259740254,Positive
2866,No suggestions when it doesn't know how to do something or give better direc tions where to go.,0.5,0.5,Positive
2867,"This, paired with the Amazon Echo , used to be amazing and easy to use but some douche canoe decided to change that. Can y'all go back on quarantine and quit screwing my stuff up? Thaaaanks",0.5777777777777778,0.3444444444444445,Positive
2868,good product,0.6000000000000001,0.7,Positive
2869,I am glad I did.,1.0,0.5,Positive
2870,"My whole family should be able to control smart devices connected to our alexa, however only the account that setup the device (mine )is able to control them. So if im asleep and my wife wants to turn on an alexa bulb she either wakes me up talking to alexa, or she's just screwed! even whisper mode still makes loud confirmation beeps which wake me or our baby up....Severely lacking this MAJOR feature!",0.5866071428571429,0.23030133928571428,Positive
2871,"It's pretty good, don't have any issues.",0.8,0.475,Positive
2872,"I really like good old you know who. But I  try not to say her name, to many unnecessary conversations. But, of the other two Stars I think I'll save them for some good updates.",0.48214285714285715,0.2392857142857143,Positive
2873,"It's like having a butler, a secretary and a personal d.j. I am using a donated echo dot and I am technology challenged, but I figured out how to hook it up.And best of all, I ask her to call my phone when I can't find it. It works like a charm!",0.3,0.5,Positive
2874,"Alexa has only my voice to deal with and when I have to ask repeatedly for the same podcast, something is amiss. It would be good if she could benefit from her errors. She does not, but repeats them ad infinitum. On the other hand, the audio is excellent and it interfaces well with reading the Kindle books.",0.62,0.315,Positive
2875,"I cannot install this app on my new tablet. Amazon is preventing me from doing so. All related to their Fire Tablet and a monopoly. I deeply resent this. I am a good customer, buying 90% of my supplies and everything else from Amazon. I wanted to stop using my phone with Alexa and get rid of it, but Amazon will not let me. I wonder how Walmart.com is doing? And my congressman and senator? All running for re-election?",0.4636363636363636,0.20909090909090908,Positive
2876,haven't seen the benefit,0.0,0.0,neutral
2877,"Wouldn't download the Alexa app to my phone, stating it did not have enough space on my SD Card, however I have a 256gb micro in my phone with only 30gb used.Tried the app on my PC and that is when the mouse went crazy, like it was being controlled by someone else.  It was opening all kinds of programs on my computer without me touching it.We already have Google equipment in our house and I never would have tried this Echo if it wasn't free from Sirius XM.  Lesson learned.",0.74,0.06000000000000001,Positive
2878,"Doesn't work, won't start up?",0.0,0.0,neutral
2879,"The Alexa app will only work with the latest iPhones, tablets and Android devices, which can accept the latest operating systems.  It was specifically designed to NOT work with earlier versions.  What this means is that in order for this to work, you will need to buy a newer tablet or phone, which will accept the latest OS.  That makes this ""free"" app a very expensive product indeed.  And to make matters worse, Alexa products simply will not work without it, so if you have spent money for those products, expecting a plug and play experience, think again...",0.6967142857142856,0.075,Positive
2880,I found this very easy to set up. I like the first one so much that I ended up getting two more when Amazon had them on special. I now have three. I configured them singly two of them upstairs and then later the third one down stairs. I do get frustrated that they don't always do what I tell them to do. For instance if I asked that a song be skipped it gets Alexa gets confused. One of them will do it in the other two won't. Or worse I will tell Alexa to shut the music down and one will and the others won't. I find myself wanting to argue with them like they are teenagers. I know that's a rational so I don't but that is the frustrating thing. On the other hand the sound is great I love that I can set timers I can ask what time it is what the weather is like and so forth right when I'm in the middle of cooking or doing a project. Very very convenient. Now that it's summer I can put them in the window sills and sit out at the fire pit and control music from there. Not as good as having the trees wired but pretty close. I'm an old person so if I'm enjoying them this much I'm sure you will too,0.4633862433862434,0.1345796590241035,Positive
2881,"Not reliable, works one day then not the next!",0.0,0.0,neutral
2882,"I love Alexa dot, she reminds me when to take my meds, wakes me up in the morning. Makes calls for me, just say drop in to  name. Alexa sounds like a real person, I say Thank you and she replys you bet.She recognizes our voices,easy to use. And informs us when a package is at our front door. Can't do without her.",0.45,0.35,Positive
2883,"Given th high amount of functions this app offers, it is still very straightforward to use. Love it, I'm sure Alexa does too :D",0.5860648148148148,0.4579166666666667,Positive
2884,"Alexa app is inconsistent in performance. Needs work. Can use only basic stuff, time, alarm weather.  News is always one day behind. Can not  search the web for current info.",0.55625,-0.1,Negative
2885,Can see can feed on echo but stopped working recently on fire tablet. Getting live view not supported message,0.375,0.06818181818181818,Positive
2886,Quit working??,0.0,0.0,neutral
2887,Alexa displays red and tries to set up but fails now for days. There is not APP anywhere for Windows 10.,0.2333333333333333,-0.19999999999999998,Negative
2888,Is a excellent Amazon Alexa,1.0,1.0,Positive
2889,Not working on my fire tv why,0.0,0.0,neutral
2890,Once you start playing music it won't stop no matter how many times you say Alexa. You have to pick the speaker up and hold it to your lips and shout at it.  It plays the wrong song and artist about half the time.,0.5222222222222223,-0.05555555555555555,Negative
2891,Alex doesn't respond alot of time I have to repeat myself like she is hard hearing. Then she has been unable to recognized my voice and I have to keep going in to app to correct it. I hardly think I have a voice like my son. My daughter got it for me so I would not be lonely around the house while everyone was at work. I could talk to her and have her play music . When I ask her simple questions. Still she is better to have around than nothing at all. I have her play soft instrumental music for the cats when I'm out. They like it and provides a relaxing enviroment for them.,0.49863945578231295,-0.08333333333333337,Negative
2892,Worse app I have ever tried. Absolutely useless.,0.4,-0.45,Negative
2893,Works fantastic,0.9,0.4,Positive
2894,Seemless integration between devices and with Kasa app and smartplugs. Awesome.  And we love the reminders as well. Keeps everyone on track.,0.8,0.75,Positive
2895,Easy to use.. I wish I bought it sooner..,0.8333333333333334,0.43333333333333335,Positive
2896,Alexa used to reply with voice but stopped. Why ????,0.0,0.0,neutral
2897,Works well,0.0,0.0,neutral
2898,"Why does it KEEP. POPPING UP. Especially when I plug in my headphones. For now i shall rate this one star, if it is fixed only then i will change my mind.",0.7333333333333334,0.03333333333333333,Positive
2899,Easy to use and hands free!,0.8166666666666667,0.4666666666666667,Positive
2900,I liked product. Its entertaining.,0.75,0.55,Positive
2901,My wife enjoys the unit.,0.0,0.0,neutral
2902,Great as a hands free phone accessory,0.775,0.6000000000000001,Positive
2903,"Love Alexa! We use her for everything from playing music, setting alarms, to telling my family jokes!  We love the assistance she provides & ease of setup on multiple devices! Technology makes life easier!",0.39999999999999997,0.4270833333333333,Positive
2904,Christmas gift from our kids. We love it!!!!,0.6,1.0,Positive
2905,I find the app extremely slow.,0.39999999999999997,-0.30000000000000004,Negative
2906,"sorry setting this up and downloading this app sucks,",0.65,-0.4,Negative
2907,I love the Alexa Echo Dot. It has my whole schedule already. It was very easy to set up and had all my reminders and alarms within 10 minutes of set up.,0.6666666666666666,0.42111111111111105,Positive
2908,Ike weather report and music,0.0,0.0,neutral
2909,Still needs lots of work. The app Is slow and has issues especially when using the app and not voice. There is a known issue with drop in as well especially between 2  fire tablets. Only works when one is on show mode?!,0.85,-0.07500000000000001,Negative
2910,"Easy to use, give lots of convenience to every day life",0.8333333333333334,0.43333333333333335,Positive
2911,Don't mind Alexa as a unit...but will never buy another one until that annoying latest commercial goes away,0.6,-0.10000000000000002,Negative
2912,I think I down loaded an older version. Then I received an update. I like Alexa no matter what version.,0.3111111111111111,0.005555555555555536,Positive
2913,Poor marketing platform thinly disguised as remote assistant.  Software buggy.  Makes beeps for reasons unknown to tech support but apparently having to do with wifi range.  Trashy and if they have market share they hardly deserve it.,0.5236111111111111,-0.20694444444444446,Negative
2914,"Fun and easy, essential",0.4444444444444445,0.24444444444444446,Positive
2915,I think this is a very good software/hardware combo that opens up so many possibilities. I feel as if science fiction has come alive here in my house and hand.  I am not sure my wife is pleased with my love of the Drop In and Announce functions.  Maybe I call out to her a bit too much! You have control over a single device or a network of devices (all on the same Wi-Fi network) that allows multi-room capabilities that makes life a little more convenient.,0.5189249639249639,0.25009740259740254,Positive
2916,No suggestions when it doesn't know how to do something or give better direc tions where to go.,0.5,0.5,Positive
2917,"This, paired with the Amazon Echo , used to be amazing and easy to use but some douche canoe decided to change that. Can y'all go back on quarantine and quit screwing my stuff up? Thaaaanks",0.5777777777777778,0.3444444444444445,Positive
2918,good product,0.6000000000000001,0.7,Positive
2919,I am glad I did.,1.0,0.5,Positive
2920,"My whole family should be able to control smart devices connected to our alexa, however only the account that setup the device (mine )is able to control them. So if im asleep and my wife wants to turn on an alexa bulb she either wakes me up talking to alexa, or she's just screwed! even whisper mode still makes loud confirmation beeps which wake me or our baby up....Severely lacking this MAJOR feature!",0.5866071428571429,0.23030133928571428,Positive
2921,"It's pretty good, don't have any issues.",0.8,0.475,Positive
2922,"I really like good old you know who. But I  try not to say her name, to many unnecessary conversations. But, of the other two Stars I think I'll save them for some good updates.",0.48214285714285715,0.2392857142857143,Positive
2923,"It's like having a butler, a secretary and a personal d.j. I am using a donated echo dot and I am technology challenged, but I figured out how to hook it up.And best of all, I ask her to call my phone when I can't find it. It works like a charm!",0.3,0.5,Positive
2924,"Alexa has only my voice to deal with and when I have to ask repeatedly for the same podcast, something is amiss. It would be good if she could benefit from her errors. She does not, but repeats them ad infinitum. On the other hand, the audio is excellent and it interfaces well with reading the Kindle books.",0.62,0.315,Positive
2925,"I cannot install this app on my new tablet. Amazon is preventing me from doing so. All related to their Fire Tablet and a monopoly. I deeply resent this. I am a good customer, buying 90% of my supplies and everything else from Amazon. I wanted to stop using my phone with Alexa and get rid of it, but Amazon will not let me. I wonder how Walmart.com is doing? And my congressman and senator? All running for re-election?",0.4636363636363636,0.20909090909090908,Positive
2926,haven't seen the benefit,0.0,0.0,neutral
2927,"Wouldn't download the Alexa app to my phone, stating it did not have enough space on my SD Card, however I have a 256gb micro in my phone with only 30gb used.Tried the app on my PC and that is when the mouse went crazy, like it was being controlled by someone else.  It was opening all kinds of programs on my computer without me touching it.We already have Google equipment in our house and I never would have tried this Echo if it wasn't free from Sirius XM.  Lesson learned.",0.74,0.06000000000000001,Positive
2928,"Doesn't work, won't start up?",0.0,0.0,neutral
2929,"The Alexa app will only work with the latest iPhones, tablets and Android devices, which can accept the latest operating systems.  It was specifically designed to NOT work with earlier versions.  What this means is that in order for this to work, you will need to buy a newer tablet or phone, which will accept the latest OS.  That makes this ""free"" app a very expensive product indeed.  And to make matters worse, Alexa products simply will not work without it, so if you have spent money for those products, expecting a plug and play experience, think again...",0.6967142857142856,0.075,Positive
2930,I found this very easy to set up. I like the first one so much that I ended up getting two more when Amazon had them on special. I now have three. I configured them singly two of them upstairs and then later the third one down stairs. I do get frustrated that they don't always do what I tell them to do. For instance if I asked that a song be skipped it gets Alexa gets confused. One of them will do it in the other two won't. Or worse I will tell Alexa to shut the music down and one will and the others won't. I find myself wanting to argue with them like they are teenagers. I know that's a rational so I don't but that is the frustrating thing. On the other hand the sound is great I love that I can set timers I can ask what time it is what the weather is like and so forth right when I'm in the middle of cooking or doing a project. Very very convenient. Now that it's summer I can put them in the window sills and sit out at the fire pit and control music from there. Not as good as having the trees wired but pretty close. I'm an old person so if I'm enjoying them this much I'm sure you will too,0.4633862433862434,0.1345796590241035,Positive
2931,"Not reliable, works one day then not the next!",0.0,0.0,neutral
2932,"I love Alexa dot, she reminds me when to take my meds, wakes me up in the morning. Makes calls for me, just say drop in to  name. Alexa sounds like a real person, I say Thank you and she replys you bet.She recognizes our voices,easy to use. And informs us when a package is at our front door. Can't do without her.",0.45,0.35,Positive
2933,"Given th high amount of functions this app offers, it is still very straightforward to use. Love it, I'm sure Alexa does too :D",0.5860648148148148,0.4579166666666667,Positive
2934,"Alexa app is inconsistent in performance. Needs work. Can use only basic stuff, time, alarm weather.  News is always one day behind. Can not  search the web for current info.",0.55625,-0.1,Negative
2935,Can see can feed on echo but stopped working recently on fire tablet. Getting live view not supported message,0.375,0.06818181818181818,Positive
2936,Quit working??,0.0,0.0,neutral
2937,Alexa displays red and tries to set up but fails now for days. There is not APP anywhere for Windows 10.,0.2333333333333333,-0.19999999999999998,Negative
2938,Is a excellent Amazon Alexa,1.0,1.0,Positive
2939,Not working on my fire tv why,0.0,0.0,neutral
2940,Once you start playing music it won't stop no matter how many times you say Alexa. You have to pick the speaker up and hold it to your lips and shout at it.  It plays the wrong song and artist about half the time.,0.5222222222222223,-0.05555555555555555,Negative
2941,Alex doesn't respond alot of time I have to repeat myself like she is hard hearing. Then she has been unable to recognized my voice and I have to keep going in to app to correct it. I hardly think I have a voice like my son. My daughter got it for me so I would not be lonely around the house while everyone was at work. I could talk to her and have her play music . When I ask her simple questions. Still she is better to have around than nothing at all. I have her play soft instrumental music for the cats when I'm out. They like it and provides a relaxing enviroment for them.,0.49863945578231295,-0.08333333333333337,Negative
2942,Worse app I have ever tried. Absolutely useless.,0.4,-0.45,Negative
2943,Works fantastic,0.9,0.4,Positive
2944,Seemless integration between devices and with Kasa app and smartplugs. Awesome.  And we love the reminders as well. Keeps everyone on track.,0.8,0.75,Positive
2945,Easy to use.. I wish I bought it sooner..,0.8333333333333334,0.43333333333333335,Positive
2946,Alexa used to reply with voice but stopped. Why ????,0.0,0.0,neutral
2947,Works well,0.0,0.0,neutral
2948,"Why does it KEEP. POPPING UP. Especially when I plug in my headphones. For now i shall rate this one star, if it is fixed only then i will change my mind.",0.7333333333333334,0.03333333333333333,Positive
2949,Easy to use and hands free!,0.8166666666666667,0.4666666666666667,Positive
2950,I liked product. Its entertaining.,0.75,0.55,Positive
2951,My wife enjoys the unit.,0.0,0.0,neutral
2952,Great as a hands free phone accessory,0.775,0.6000000000000001,Positive
2953,"Love Alexa! We use her for everything from playing music, setting alarms, to telling my family jokes!  We love the assistance she provides & ease of setup on multiple devices! Technology makes life easier!",0.39999999999999997,0.4270833333333333,Positive
2954,Christmas gift from our kids. We love it!!!!,0.6,1.0,Positive
2955,I find the app extremely slow.,0.39999999999999997,-0.30000000000000004,Negative
2956,"sorry setting this up and downloading this app sucks,",0.65,-0.4,Negative
2957,I love the Alexa Echo Dot. It has my whole schedule already. It was very easy to set up and had all my reminders and alarms within 10 minutes of set up.,0.6666666666666666,0.42111111111111105,Positive
2958,Ike weather report and music,0.0,0.0,neutral
2959,Still needs lots of work. The app Is slow and has issues especially when using the app and not voice. There is a known issue with drop in as well especially between 2  fire tablets. Only works when one is on show mode?!,0.85,-0.07500000000000001,Negative
2960,"Easy to use, give lots of convenience to every day life",0.8333333333333334,0.43333333333333335,Positive
2961,Don't mind Alexa as a unit...but will never buy another one until that annoying latest commercial goes away,0.6,-0.10000000000000002,Negative
2962,I think I down loaded an older version. Then I received an update. I like Alexa no matter what version.,0.3111111111111111,0.005555555555555536,Positive
2963,Poor marketing platform thinly disguised as remote assistant.  Software buggy.  Makes beeps for reasons unknown to tech support but apparently having to do with wifi range.  Trashy and if they have market share they hardly deserve it.,0.5236111111111111,-0.20694444444444446,Negative
2964,"Fun and easy, essential",0.4444444444444445,0.24444444444444446,Positive
2965,I think this is a very good software/hardware combo that opens up so many possibilities. I feel as if science fiction has come alive here in my house and hand.  I am not sure my wife is pleased with my love of the Drop In and Announce functions.  Maybe I call out to her a bit too much! You have control over a single device or a network of devices (all on the same Wi-Fi network) that allows multi-room capabilities that makes life a little more convenient.,0.5189249639249639,0.25009740259740254,Positive
2966,No suggestions when it doesn't know how to do something or give better direc tions where to go.,0.5,0.5,Positive
2967,"This, paired with the Amazon Echo , used to be amazing and easy to use but some douche canoe decided to change that. Can y'all go back on quarantine and quit screwing my stuff up? Thaaaanks",0.5777777777777778,0.3444444444444445,Positive
2968,good product,0.6000000000000001,0.7,Positive
2969,I am glad I did.,1.0,0.5,Positive
2970,"My whole family should be able to control smart devices connected to our alexa, however only the account that setup the device (mine )is able to control them. So if im asleep and my wife wants to turn on an alexa bulb she either wakes me up talking to alexa, or she's just screwed! even whisper mode still makes loud confirmation beeps which wake me or our baby up....Severely lacking this MAJOR feature!",0.5866071428571429,0.23030133928571428,Positive
2971,"It's pretty good, don't have any issues.",0.8,0.475,Positive
2972,"I really like good old you know who. But I  try not to say her name, to many unnecessary conversations. But, of the other two Stars I think I'll save them for some good updates.",0.48214285714285715,0.2392857142857143,Positive
2973,"It's like having a butler, a secretary and a personal d.j. I am using a donated echo dot and I am technology challenged, but I figured out how to hook it up.And best of all, I ask her to call my phone when I can't find it. It works like a charm!",0.3,0.5,Positive
2974,"Alexa has only my voice to deal with and when I have to ask repeatedly for the same podcast, something is amiss. It would be good if she could benefit from her errors. She does not, but repeats them ad infinitum. On the other hand, the audio is excellent and it interfaces well with reading the Kindle books.",0.62,0.315,Positive
2975,"I cannot install this app on my new tablet. Amazon is preventing me from doing so. All related to their Fire Tablet and a monopoly. I deeply resent this. I am a good customer, buying 90% of my supplies and everything else from Amazon. I wanted to stop using my phone with Alexa and get rid of it, but Amazon will not let me. I wonder how Walmart.com is doing? And my congressman and senator? All running for re-election?",0.4636363636363636,0.20909090909090908,Positive
2976,haven't seen the benefit,0.0,0.0,neutral
2977,"Wouldn't download the Alexa app to my phone, stating it did not have enough space on my SD Card, however I have a 256gb micro in my phone with only 30gb used.Tried the app on my PC and that is when the mouse went crazy, like it was being controlled by someone else.  It was opening all kinds of programs on my computer without me touching it.We already have Google equipment in our house and I never would have tried this Echo if it wasn't free from Sirius XM.  Lesson learned.",0.74,0.06000000000000001,Positive
2978,"Doesn't work, won't start up?",0.0,0.0,neutral
2979,"The Alexa app will only work with the latest iPhones, tablets and Android devices, which can accept the latest operating systems.  It was specifically designed to NOT work with earlier versions.  What this means is that in order for this to work, you will need to buy a newer tablet or phone, which will accept the latest OS.  That makes this ""free"" app a very expensive product indeed.  And to make matters worse, Alexa products simply will not work without it, so if you have spent money for those products, expecting a plug and play experience, think again...",0.6967142857142856,0.075,Positive
2980,I found this very easy to set up. I like the first one so much that I ended up getting two more when Amazon had them on special. I now have three. I configured them singly two of them upstairs and then later the third one down stairs. I do get frustrated that they don't always do what I tell them to do. For instance if I asked that a song be skipped it gets Alexa gets confused. One of them will do it in the other two won't. Or worse I will tell Alexa to shut the music down and one will and the others won't. I find myself wanting to argue with them like they are teenagers. I know that's a rational so I don't but that is the frustrating thing. On the other hand the sound is great I love that I can set timers I can ask what time it is what the weather is like and so forth right when I'm in the middle of cooking or doing a project. Very very convenient. Now that it's summer I can put them in the window sills and sit out at the fire pit and control music from there. Not as good as having the trees wired but pretty close. I'm an old person so if I'm enjoying them this much I'm sure you will too,0.4633862433862434,0.1345796590241035,Positive
2981,"Not reliable, works one day then not the next!",0.0,0.0,neutral
